source_link,interaction_type,interacts_with,severity,description_en,management_en
DB00975,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00975,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00975,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00975,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00975,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00975,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB00978,food,Antacids,moderate,"Separate the administration polyvalent ions, including magnesium and aluminum-containing antacids, from lomefloxacin by at least 4 hours before and 2 hours after lomefloxacin dosing.",
DB00980,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00982,food,Alcohol,moderate,Avoid alcohol. Alcohol with isotretinoin can lead to inflammation of the liver.,Avoid alcohol.
DB00985,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB00996,food,Alcohol,moderate,Avoid alcohol. Gabapentin possesses CNS depressant activity that may be potentiated by co-administration with alcohol.,Avoid alcohol.
DB00997,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of doxorubicin.",Exercise caution with grapefruit products.
DB00999,food,Alcohol,moderate,Avoid alcohol. Alcohol may potentiate orthostatic hypotension.,Avoid alcohol.
DB00999,food,Antacids,moderate,"Take this medication 2 hours before or after the administration of antacids, calcium supplements, or iron supplements to avoid decreased absorption of hydrochlorothiazide.","Take this medication 2 hours before or after the administration of antacids, calcium supplements, or iron supplements to avoid decreased absorption of hydrochlorothiazide."
DB00999,food,Calcium,moderate,"Take this medication 2 hours before or after the administration of antacids, calcium supplements, or iron supplements to avoid decreased absorption of hydrochlorothiazide.","Take this medication 2 hours before or after the administration of antacids, calcium supplements, or iron supplements to avoid decreased absorption of hydrochlorothiazide."
DB00999,food,Iron,moderate,"Take this medication 2 hours before or after the administration of antacids, calcium supplements, or iron supplements to avoid decreased absorption of hydrochlorothiazide.","Take this medication 2 hours before or after the administration of antacids, calcium supplements, or iron supplements to avoid decreased absorption of hydrochlorothiazide."
DB01005,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB01008,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB01008,food,Grapefruit,minor,Exercise caution with grapefruit products.,Exercise caution with grapefruit products.
DB01009,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01011,food,Milk / Dairy,moderate,Take metyrapone with milk or a snack according to the specific instructions for a single or multi-dose test.,
DB01016,food,Alcohol,moderate,Avoid alcohol. Alcohol increases the risk of hypoglycemia.,Avoid alcohol.
DB01017,food,Calcium,moderate,"Separate administration of aluminium, calcium, iron and magnesium containing products from medication by at least 2 hours.",
DB01017,food,Iron,moderate,"Separate administration of aluminium, calcium, iron and magnesium containing products from medication by at least 2 hours.",
DB01018,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01018,food,High fat meal,moderate,High fat meals increase drug exposure.,
DB01023,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB01026,food,Alcohol,moderate,Avoid alcohol. Drinking alcohol while on ketoconazole treatment may cause liver injury.,Avoid alcohol.
DB01028,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the CNS depressant effects of methoxyflurane.,Avoid alcohol.
DB01032,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB01032,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01033,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB01035,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01041,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the drowsiness caused by thalidomide.,Avoid alcohol.
DB01042,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB01043,food,Fluids / Water,moderate,Take with a full glass of water.,
DB01044,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB01045,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01045,food,Fluids / Water,moderate,Take with a full glass of water.,
DB01046,food,Fluids / Water,moderate,Take with a full glass of water.,
DB01048,food,Alcohol,moderate,Avoid alcohol. Alcohol increases the systemic exposure to the drug.,Avoid alcohol.
DB01050,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01058,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB01059,food,Fluids / Water,minor,Drink plenty of fluids.,Drink plenty of fluids.
DB01059,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01062,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01065,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may reduce the effects of melatonin.,Avoid alcohol.
DB01066,food,Antacids,moderate,"Avoid antacids containing magnesium and aluminum hydroxides when possible, otherwise separate the administration of antacids and this drug by several hours.","Avoid antacids containing magnesium and aluminum hydroxides when possible, otherwise separate the administration of antacids and this drug by several hours."
DB01067,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. The risk of hypoglycemia is increased when alcohol is ingested.,Avoid excessive or chronic alcohol consumption.
DB01068,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01068,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01069,food,Alcohol,moderate,Avoid alcohol. Alcohol may increase the sedation caused by promethazine.,Avoid alcohol.
DB01075,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01076,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit products may increase the risk for atorvastatin related adverse effects such as myopathy and rhabdomyolysis.,Avoid grapefruit products.
DB01077,food,Fluids / Water,moderate,Take with a full glass of water.,
DB01080,food,Fluids / Water,moderate,Take with plain water. Only mix vigabatrin oral solution powder with plain water.,
DB01081,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01088,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01088,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01088,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01088,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01088,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01088,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01100,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 and, therefore, may increase pimozide serum levels.",Avoid grapefruit products.
DB01109,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01109,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01109,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01109,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01109,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01109,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01109,food,Calcium,minor,Administer calcium supplement. This drug decreases calcium levels.,Administer calcium supplement.
DB01114,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01115,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit down-regulates post-translational expression of CYP3A4, the major metabolizing enzyme of nifedipine. Grapefruit, in all forms (e.g. Avoid grapefruit products while on this medication.",Avoid grapefruit products.
DB01115,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption.,Avoid excessive or chronic alcohol consumption.
DB01118,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of amiodarone.",Avoid grapefruit products.
DB01120,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01124,food,Alcohol,moderate,"Avoid alcohol. Ingesting alcohol may precipitate a disulfiram-like reaction (flushing, nausea), or hypoglycemia.",Avoid alcohol.
DB01133,food,Fluids / Water,moderate,Take with a full glass of water.,
DB01133,food,Antacids,moderate,Take separate from antacids. Take at least 2 hours before or after antacids. The bioavailability of this medication is significantly reduced when administered with aluminum or magnesium containing antacids.,
DB01133,food,Calcium,moderate,Take at least 2 hours before or after calcium supplements.,
DB01142,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01149,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01151,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01151,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01156,food,Alcohol,moderate,Avoid alcohol. Co-administration with alcohol may result in neuropsychiatric adverse effects and potentiation of CNS depressant effects.,Avoid alcohol.
DB01165,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01166,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB01166,food,High fat meal,moderate,A high fat meal will increase absorption.,
DB01167,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB01167,food,Calcium,moderate,"Calcium, iron, and aluminum containing products taken up to 2 hours before and 6 hours after administration can decrease drug concentrations.",
DB01167,food,Iron,moderate,"Calcium, iron, and aluminum containing products taken up to 2 hours before and 6 hours after administration can decrease drug concentrations.",
DB01168,food,Alcohol,moderate,"Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of procarbazine and may precipitate a disulfiram-like-reaction (nausea, flushing).",Avoid alcohol.
DB01171,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption.,Avoid excessive or chronic alcohol consumption.
DB01173,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01174,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01174,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01175,food,Alcohol,moderate,Avoid alcohol. The combined use of alcohol with psychotropic medications should be avoided.,Avoid alcohol.
DB01176,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01181,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ifosfamide to its active metabolite, therefore reducing its efficacy.",Exercise caution with grapefruit products.
DB01181,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may worsen nausea and vomiting caused by ifosfamide.,Avoid alcohol.
DB01182,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB01190,food,Fluids / Water,moderate,Take with a full glass of water.,
DB01192,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol has unpredictable effects on the pharmacokinetics of oxymorphone. Alcohol may also potentiate the CNS depressant effects of oxymorphone.,Avoid alcohol.
DB01196,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB01197,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB01198,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant actions of zopiclone.,Avoid alcohol.
DB01198,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of zopiclone, increasing its sedative effects.",Avoid grapefruit products.
DB01200,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01203,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01213,food,Alcohol,moderate,"Avoid alcohol. Fomepizole reduces the metabolism of alcohol by alcohol dehydrogenase, and alcohol also reduces fomepizole metabolism and elimination.",Avoid alcohol.
DB01215,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01220,food,High fat meal,major,"Fatty meals may increase the systemic AUC of rifaximin, but do not impact Cmax.","Fatty meals may increase the systemic AUC of rifaximin, but do not impact Cmax."
DB01221,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01223,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Ingesting a large amount of alcohol may reduce aminophylline clearance, therefore increasing its serum concentration.",Avoid excessive or chronic alcohol consumption.
DB01223,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of aminophylline.",Exercise caution with grapefruit products.
DB01223,food,Caffeine,minor,"Limit caffeine intake. Excessive caffeine intake with aminophylline may exacerbate caffiene-like side effects such as nausea, nervousness, irritability, insomnia and tremors.",Limit caffeine intake.
DB01224,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01225,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01225,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01225,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01225,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01225,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01225,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01229,food,Echinacea,moderate,"Avoid echinacea. Co-administration may decrease the effectiveness of immunosuppressants, and echinacea may induce CYP3A4 increasing paclitaxel metabolism.",Avoid echinacea.
DB01229,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of paclitaxel.",Exercise caution with grapefruit products.
DB01230,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01230,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01232,food,Grapefruit,moderate,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.,Avoid grapefruit products.
DB01233,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01234,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01235,food,Iron,moderate,Iron salts may reduce levodopa absorption.,
DB01238,food,Alcohol,moderate,Avoid alcohol. Alcohol may increase CNS effects.,Avoid alcohol.
DB01238,food,Fluids / Water,moderate,Drink plenty of fluids. Drink water to avoid dehydration while taking aripiprazole.,Drink plenty of fluids.
DB01239,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01240,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01240,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01240,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01240,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01240,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01240,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01242,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB01242,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01244,food,Alcohol,moderate,Avoid alcohol. Alcohol can potentiate hypotension and dizziness when taken with this drug.,Avoid alcohol.
DB01246,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of alimemazine/trimeprazine.,Avoid alcohol.
DB01247,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01247,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01248,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",Avoid grapefruit products.
DB01254,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",Avoid grapefruit products.
DB01254,food,High fat meal,moderate,High fat meals may increase the AUC of dasatinib by to 14%.,
DB01255,food,Antacids,moderate,Avoid antacids. Antacids like sodium bicarbonate alkalinize the urine,Avoid antacids.
DB01255,food,Vitamin C-rich foods,minor,"Limit foods and supplements high in vitamin C. Vitamin C acidifies the urine and, therefore, may increase lisdexamfetamine elimination.",Limit foods and supplements high in vitamin C.
DB01259,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",Avoid grapefruit products.
DB01267,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01268,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,Avoid grapefruit products.
DB01273,food,Alcohol,moderate,"Avoid excessive or chronic alcohol consumption. Varenicline may increase the effects of alcohol therefore, reduce consumption of alcohol when starting varenicline.",Avoid excessive or chronic alcohol consumption.
DB01278,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the risk of hypoglycemia.,Avoid alcohol.
DB01297,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01299,food,Fluids / Water,moderate,Take with a full glass of water.,
DB01301,food,Milk / Dairy,moderate,Avoid milk and dairy products. Dairy products contain cations such as calcium which may interfere with the absorption of rolitetracycline.,Avoid milk and dairy products.
DB01301,food,Calcium,moderate,Dairy products contain cations such as calcium which may interfere with the absorption of rolitetracycline.,
DB01303,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01307,food,Alcohol,moderate,Avoid alcohol. Alcohol may impair blood glucose control.,Avoid alcohol.
DB01309,food,Alcohol,moderate,Avoid alcohol. Alcohol may impair blood glucose control.,Avoid alcohol.
DB01319,food,Alcohol,moderate,Avoid alcohol. Drug impairs alcohol metabolism.,Avoid alcohol.
DB01320,food,Alcohol,moderate,"Avoid alcohol. Acute alcohol consumption may increase phenytoin serum concentration, but chronic alcohol use may reduce phenytoin serum concentration.",Avoid alcohol.
DB01324,food,Alcohol,moderate,Avoid alcohol. Alcohol may potentiate orthostatic hypotension.,Avoid alcohol.
DB01326,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol with cefamandole may precipitate a disulfiram like reaction due to elevated levels of acetaldehyde in the blood.,Avoid alcohol.
DB01329,food,Alcohol,moderate,"Avoid alcohol. Ingesting alcohol with cefoperazone may precipitate a disulfuram like reaction including symptoms such as flushing, tachycardia, sweating, and headache.",Avoid alcohol.
DB01330,food,Alcohol,moderate,Avoid alcohol. Alcohol can cause a disulfiram effect.,Avoid alcohol.
DB01348,food,Potassium-containing products,moderate,Avoid potassium-containing products.,Avoid potassium-containing products.
DB01351,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the CNS depressant effects of amobarbital.,Avoid alcohol.
DB01367,food,Alcohol,moderate,"Tyramine-containing foods include cheese, red wine, fava beans, pickled food, cured food, and alcoholic beverages.",
DB01377,food,Calcium,moderate,"When using magnesium to treat calcium oxalate nephrolithiasis, magnesium oxide should be taken with food.",
DB01381,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01381,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01381,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01381,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01381,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01381,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01393,food,Fluids / Water,moderate,Take with a full glass of water.,
DB01396,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
DB01399,food,Alcohol,moderate,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of developing a gastrointestinal bleed.,Avoid excessive or chronic alcohol consumption.
DB01418,food,Vitamin K-rich foods,minor,"Ensure consistent Vitamin K intake. Changes in vitamin K intake may impact coagulation. Foods containing vitamin K include spinach, kale, and swiss chard.",Ensure consistent Vitamin K intake.
DB01418,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01418,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01418,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01418,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01418,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01418,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB01432,food,Fluids / Water,major,Take with fluids. Do not take with carbonated fluids.,Do not take with carbonated fluids.
DB01437,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01452,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01495,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01501,food,Alcohol,moderate,Avoid alcohol. Alcohol can enhance the CNS depressant effects of this drug.,Avoid alcohol.
DB01544,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB01544,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01544,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01551,food,Alcohol,moderate,Avoid alcohol. Alcohol can enhance the CNS depressant effects of this drug.,Avoid alcohol.
DB01553,food,Alcohol,moderate,"Avoid alcohol. Alcohol can increase CNS depressant effects, such as fatal respiratory or cardiac depression.",Avoid alcohol.
DB01558,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the sedative and CNS depressant effects of bromazepam.,Avoid alcohol.
DB01563,food,Alcohol,moderate,"Avoid alcohol. Ingesting alcohol may cause a disulfiram-like-reaction (flushing, dizziness, tachycardia).",Avoid alcohol.
DB01567,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB01567,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01567,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01580,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01583,food,Iron,moderate,Avoid iron supplements. Iron may interfere with the absorption of this drug by forming an insoluble complex. Avoid iron and calcium containing products as well as antacids.,Avoid iron supplements.
DB01583,food,Grapefruit,moderate,Avoid grapefruit products. Grapefruit may delay the absorption of this medicaiton.,Avoid grapefruit products.
DB01583,food,Antacids,moderate,Avoid iron and calcium containing products as well as antacids.,Avoid iron and calcium containing products as well as antacids.
DB01583,food,Calcium,moderate,Avoid iron and calcium containing products as well as antacids. Avoid calcium supplements/calcium rich foods. Calcium may interfere with the absorption of this drug by forming an insoluble complex.,Avoid iron and calcium containing products as well as antacids.
DB01587,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB01587,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01587,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01588,food,Grapefruit,moderate,Avoid grapefruit products.,Avoid grapefruit products.
DB01588,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01588,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01589,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may increase the drowsiness and CNS depression caused by quazepam.,Avoid alcohol.
DB01590,food,Fluids / Water,moderate,Take with a full glass of water.,
DB01590,food,Grapefruit,moderate,"Avoid grapefruit products. Grapefruit inhibits the metabolism of everolimus through the CYP3A4 pathway and, therefore, may increase serum levels of everolimus.",Avoid grapefruit products.
DB01592,food,Iron,moderate,Many different products contain iron Taking iron with food may reduce gastric irritation.,
DB01593,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB01593,food,High fiber foods / Bran,major,Do not take with bran and high fiber foods.,Do not take with bran and high fiber foods.
DB01594,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01594,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01595,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01595,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB01600,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01602,food,Antacids,moderate,Take separate from antacids.,
DB01608,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01611,food,Milk / Dairy,moderate,Take with a meal or glass of milk.,
DB01612,food,Alcohol,moderate,Avoid alcohol. The use of alcohol with amyl nitrite may worsen hypotension and has the potential to cause cardiovascular collapse.,Avoid alcohol.
DB01613,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01614,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01618,food,Alcohol,moderate,"Avoid alcohol. Severe CNS depression, which can be caused by alcohol, is a contraindication for molindone hydrochloride therapy.",Avoid alcohol.
DB01619,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01621,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01622,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01623,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB01624,food,Alcohol,moderate,Avoid alcohol. Acute alcohol intoxication is a contraindication for zuclopenthixol therapy.,Avoid alcohol.
DB02659,food,Antacids,moderate,Take separate from antacids. Take at least 1 hour before or 4-6 hours after aluminum-containing antacids.,
DB03147,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may reduce the absorption of FAD.,Avoid alcohol.
DB03247,food,Alcohol,moderate,Avoid alcohol. Ingesting alcohol may reduce the absorption of FMN.,Avoid alcohol.
DB04572,food,Grapefruit,minor,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of thiotepa, which may increase its serum concentration.",Exercise caution with grapefruit products.
DB04576,food,Fluids / Water,moderate,Take with a full glass of water.,
DB04576,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
DB04576,food,Milk / Dairy,moderate,Avoid milk and dairy products.,Avoid milk and dairy products.
DB04665,food,Bilberry,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04665,food,Danshen,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04665,food,Garlic,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04665,food,Ginger,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04665,food,Ginkgo,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04665,food,Piracetam,moderate,"Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",
DB04665,food,Vitamin K-rich foods,minor,Ensure consistent Vitamin K intake.,Ensure consistent Vitamin K intake.
DB04836,food,Alcohol,moderate,Avoid alcohol.,Avoid alcohol.
DB04836,food,Caffeine,minor,Limit caffeine intake.,Limit caffeine intake.
