drug_id,condition_id,treatment_notes,treatment_notes_vi,is_primary
1295,61372,'Lactaldehyde Lactaldehyde tablets Lactaldehyde oral Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May interact with calcium carbonate Limit vitamin C i',NULL,FALSE
1295,42,'Lactaldehyde Lactaldehyde tablets Lactaldehyde oral Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May interact with calcium carbonate Limit vitamin C i',NULL,FALSE
1295,24794,'Lactaldehyde Lactaldehyde tablets Lactaldehyde oral Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May interact with calcium carbonate Limit vitamin C i',NULL,FALSE
1295,24778,'Lactaldehyde Lactaldehyde tablets Lactaldehyde oral Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May interact with calcium carbonate Limit vitamin C i',NULL,FALSE
1295,23237,'Lactaldehyde Lactaldehyde tablets Lactaldehyde oral Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May interact with calcium carbonate Limit vitamin C i',NULL,FALSE
1295,23236,'Lactaldehyde Lactaldehyde tablets Lactaldehyde oral Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May interact with calcium carbonate Limit vitamin C i',NULL,FALSE
1295,62436,'Lactaldehyde Lactaldehyde tablets Lactaldehyde oral Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May interact with calcium carbonate Limit vitamin C i',NULL,FALSE
1295,23234,'Lactaldehyde Lactaldehyde tablets Lactaldehyde oral Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May interact with calcium carbonate Limit vitamin C i',NULL,FALSE
1295,62074,'Lactaldehyde Lactaldehyde tablets Lactaldehyde oral Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May interact with calcium carbonate Limit vitamin C i',NULL,FALSE
1295,73760,'Lactaldehyde Lactaldehyde tablets Lactaldehyde oral Treatment of pain and inflammation Treatment of chronic pain Treatment of bacterial infections May interact with calcium carbonate Limit vitamin C i',NULL,FALSE
2063,61372,'Alnus glutinosa Alnus glutinosa tablets Alnus glutinosa oral Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Limit protein intake Avoid iron-rich foods May interact wi',NULL,FALSE
2063,61247,'Alnus glutinosa Alnus glutinosa tablets Alnus glutinosa oral Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Limit protein intake Avoid iron-rich foods May interact wi',NULL,FALSE
2063,61246,'Alnus glutinosa Alnus glutinosa tablets Alnus glutinosa oral Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Limit protein intake Avoid iron-rich foods May interact wi',NULL,FALSE
2063,3852,'Alnus glutinosa Alnus glutinosa tablets Alnus glutinosa oral Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Limit protein intake Avoid iron-rich foods May interact wi',NULL,FALSE
2063,24778,'Alnus glutinosa Alnus glutinosa tablets Alnus glutinosa oral Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Limit protein intake Avoid iron-rich foods May interact wi',NULL,FALSE
2063,62076,'Alnus glutinosa Alnus glutinosa tablets Alnus glutinosa oral Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Limit protein intake Avoid iron-rich foods May interact wi',NULL,FALSE
2063,62075,'Alnus glutinosa Alnus glutinosa tablets Alnus glutinosa oral Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Limit protein intake Avoid iron-rich foods May interact wi',NULL,FALSE
2063,24771,'Alnus glutinosa Alnus glutinosa tablets Alnus glutinosa oral Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Limit protein intake Avoid iron-rich foods May interact wi',NULL,FALSE
2063,62074,'Alnus glutinosa Alnus glutinosa tablets Alnus glutinosa oral Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Limit protein intake Avoid iron-rich foods May interact wi',NULL,FALSE
2063,73760,'Alnus glutinosa Alnus glutinosa tablets Alnus glutinosa oral Treatment of pain and inflammation Treatment of hypertension Treatment of asthma Limit protein intake Avoid iron-rich foods May interact wi',NULL,FALSE
748,24778,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,61373,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,61372,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,71258,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,71257,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,71256,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,23237,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,23236,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,62076,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,24794,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,62075,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,62074,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,66204,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,73760,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
748,23234,'Benzylpenicilloyl polylysine Benzylpenicilloyl polylysine tablets Benzylpenicilloyl polylysine oral Treatment of asthma Limit protein intake May interact with vitamin K Avoid fiber supplements Do not ',NULL,FALSE
1283,61464,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,61463,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,61462,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,71258,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,71257,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,71256,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,23237,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,23236,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,62076,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,3852,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,24778,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,73760,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,23234,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
1283,66203,'Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine tablets Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine oral Treatment of ',NULL,FALSE
770,24794,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,24778,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,62436,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,61464,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,61463,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,61462,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,71258,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,71257,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,71256,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,23237,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,23236,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,73760,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,24771,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
770,62074,'Spectinomycin Spectinomycin tablets Spectinomycin oral Treatment of asthma Treatment of bacterial infections Limit protein intake Do not take with calcium supplements Avoid fiber supplements Limit vit',NULL,FALSE
1259,3852,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,24778,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,61374,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,61373,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,61372,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,71258,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,71257,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,71256,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,62928,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,62250,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,62927,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,24771,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,62074,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1259,73760,'(3-Formyl-but-3-Enyl)-Phosphonic Acid (3-Formyl-but-3-Enyl)-Phosphonic Acid tablets (3-Formyl-but-3-Enyl)-Phosphonic Acid oral Treatment of heart failure Limit protein intake May deplete zinc levels M',NULL,FALSE
1967,61464,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,61374,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,61463,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,61462,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,61373,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,61372,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,61248,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,13509,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,71258,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,61247,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,61246,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,71257,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,73760,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,23234,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1967,23237,'JNJ-28330835 JNJ-28330835 tablets JNJ-28330835 oral Treatment of rheumatoid arthritis May deplete zinc levels May interact with vitamin K Avoid iron-rich foods May interact with calcium carbonate May ',NULL,FALSE
1282,61463,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,61462,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,71258,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,71257,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,71256,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,23237,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,23236,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,62076,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,3852,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,24778,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,62075,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,62074,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,23234,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,66203,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1282,66202,'Lexacalcitol Lexacalcitol tablets Lexacalcitol oral Treatment of hypertension Do not take with calcium supplements Take Lexacalcitol as directed by physician',NULL,FALSE
1242,23236,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,61464,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,62076,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,61463,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,61462,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,61248,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,62075,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,62074,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,3562,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,71258,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,61247,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,61246,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,73760,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,24771,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1242,23234,'[(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid tablets [(2-Ethoxy-1-Naphthoyl)Amino]Methylboronic Acid oral Treatment of depression and anxiety May int',NULL,FALSE
1334,3561,'Phylloquinone Phylloquinone tablets Phylloquinone oral Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Do not take with calcium supplements May interact with',NULL,FALSE
1334,66253,'Phylloquinone Phylloquinone tablets Phylloquinone oral Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Do not take with calcium supplements May interact with',NULL,FALSE
1334,73654,'Phylloquinone Phylloquinone tablets Phylloquinone oral Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Do not take with calcium supplements May interact with',NULL,FALSE
1334,3852,'Phylloquinone Phylloquinone tablets Phylloquinone oral Treatment of diabetes mellitus type 2 Treatment of chronic pain Treatment of heart failure Do not take with calcium supplements May interact with',NULL,FALSE
